week_day,time,room,,,,,,,,,
Monday,3-4pm,MATH 110,,,,,,,,,
month, day, week_day, time, room, speaker,speaker_department,speaker_institution,speaker_url, speaker_image, title, abstract_file
1,28,Monday,3:00 PM,MATH 110,Lars Christensen,Department of Mathematics and Statistics,Texas Tech University,,DoubleT.jpg,Job Talks,empty.txt
2,4,Monday,3:00 PM,MATH 110,Lars Christensen,Department of Mathematics and Statistics,Texas Tech University,,DoubleT.jpg,Job Talks,empty.txt
2,11,Monday,3:00 PM,MATH 110,Lars Christensen,Department of Mathematics and Statistics,Texas Tech University,,DoubleT.jpg,Job Talks,empty.txt
2,18,Monday,3:00 PM,MATH 110,Lars Christensen,Department of Mathematics and Statistics,Texas Tech University,,DoubleT.jpg,Job Talks,empty.txt
3,18,Monday,3:00 PM,MATH 251,Lars Christensen,Department of Mathematics and Statistics,Texas Tech University,,DoubleT.jpg,Application Materials,empty.txt
