month,day,time,room,speaker,speaker_department,speaker_institution,speaker_url,speaker_image,title,abstract_file
8,28,3:00 PM,Math 015,,,,,DoubleT.jpg,No Seminar,
9,4,3:00 PM,Math 015,,,,,DoubleT.jpg,No Seminar,
9,11,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
9,18,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
9,25,3:00 PM,Math 015,Madeline Locus Dawsey,Dept. of Mathematics,UT Tyler,https://madelinelocusdawsey.com/,MLD.jpg,TBA,
10,2,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
10,9,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
10,16,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
10,23,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
10,30,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
11,6,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
11,13,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
11,20,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
11,27,3:00 PM,Math 015,,,,,DoubleT.jpg,No Seminar - Thanksgiving,
12,4,3:00 PM,Math 015,,,,,DoubleT.jpg,Open,
