month,day,time,room,speaker,speaker_department,speaker_institution,speaker_url,speaker_image,title,abstract_file
9,17,,,Please virtually attend Dr. Peace's Colloquium Thursday afternoon,,,http://www.math.ttu.edu/events/colloquia/2020/fall/,Peace.jpg,,
9,24,3 PM,online,Statistics encourages the virtual attendance of colloquium speaker Fangyuan Zhang's talk Thursday afternoon,,,http://www.math.ttu.edu/events/colloquia/2020/fall/,Fangyuan.jpg,,
