month,day,time,room,speaker,speaker_department,speaker_institution,speaker_url,speaker_image,title,abstract_file
9,2,3:00 PM,Online,,,,,DoubleT.jpg,No Seminar,
9,9,3:00 PM,Online,,,,,DoubleT.jpg,No Seminar,
9,16,3:00 PM,Online,Please attend Monday's Current Advances in Mathematics Seminar,,,http://www.math.ttu.edu/events/seminars/current_adv_math/2020/fall/,DoubleT.jpg,No Seminar,
9,23,3:00 PM,Online,Pablo Ocal,,Texas A&M University,https://pabloocal.github.io/,pso_young.jpg,Hochschild cohomology of general twisted tensor products,Ocal.txt
9,30,3:00 PM,Online,,,,,DoubleT.jpg,Open,
10,7,3:00 PM,Online,Lars Christensen,,Texas Tech University,http://www.math.ttu.edu/~lchriste/,Christensen_Lars,TBA,
10,14,3:00 PM,Online,Rebekah Aduddell,,The University of Texas at Arlington,https://www.uta.edu/math/people/graduates.php,UTA4.png,TBA,
10,21,3:00 PM,Online,Tyler Anway,,The University of Texas at Arlington,https://www.uta.edu/math/people/graduates.php,UTA4.png,TBA,
10,28,3:00 PM,Online,Dylan Rudy,,Texas Tech University,,Rudy_Dylan.jpg,TBA,
11,4,3:00 PM,Online,,,,,DoubleT.jpg,Open,
11,11,3:00 PM,Online,,,,,DoubleT.jpg,Open,
11,18,3:00 PM,Online,,,,,DoubleT.jpg,Open,
11,25,3:00 PM,Online,,,,,DoubleT.jpg,No Seminar - Thanksgiving,
12,2,3:00 PM,Online,,,,,DoubleT.jpg,Open,
